token,lemma,upos,fine_tag,sent_id
have,have,AUX,VBP,32
Removed,remove,VERB,VBN,32
The,the,DET,DT,32
PREVIOUS,PREVIOUS,PROPN,NNP,32
SONG,SONG,PROPN,NNP,32
button,button,NOUN,NN,32
Now,now,ADV,RB,136
i,I,PRON,PRP,136
need,need,VERB,VBP,136
To,to,PART,TO,136
Buy,buy,VERB,VB,136
PREMIUM,PREMIUM,PROPN,NNP,136
for,for,ADP,IN,136
basic,basic,ADJ,JJ,136
things,thing,NOUN,NNS,136
You,you,PRON,PRP,180
guys,guy,NOUN,NNS,180
are,be,AUX,VBP,180
so,so,ADV,RB,180
desperate,desperate,ADJ,JJ,180
To,to,PART,TO,180
sell,sell,VERB,VB,180
PREMIUM,PREMIUM,PROPN,NNP,180
everyone,everyone,PRON,NN,0
Is,be,AUX,VBZ,0
been,be,AUX,VBN,0
saying,say,VERB,VBG,0
The,the,DET,DT,0
Same,same,ADJ,JJ,0
thing,thing,NOUN,NN,0
We,we,PRON,PRP,40
have,have,AUX,VBP,40
been,be,AUX,VBN,40
using,use,VERB,VBG,40
for,for,ADP,IN,40
And,and,CCONJ,CC,77
suddenly,suddenly,ADV,RB,77
We,we,PRON,PRP,77
require,require,VERB,VBP,77
a,a,DET,DT,77
PREMIUM,PREMIUM,PROPN,NNP,77
version,version,NOUN,NN,77
for,for,ADP,IN,77
using,use,VERB,VBG,77
All,all,DET,DT,77
basic,basic,ADJ,JJ,77
things,thing,NOUN,NNS,77
To,to,PART,TO,147
say,say,VERB,VB,147
that,that,SCONJ,IN,147
i,I,PRON,PRP,147
am,be,AUX,VBP,147
Disappointed,disappointed,ADJ,JJ,147
Is,be,AUX,VBZ,147
an,an,DET,DT,147
understatement,understatement,NOUN,NN,147
This,this,PRON,DT,0
Was,be,AUX,VBD,0
a,a,DET,DT,0
best,good,ADJ,JJS,0
Music,music,NOUN,NN,0
APP,APP,PROPN,NNP,0
But,but,CCONJ,CC,0
do,do,AUX,VB,0
Not,not,PART,RB,0
know,know,VERB,VB,0
Why,why,SCONJ,WRB,0
did,do,AUX,VBD,0
They,they,PRON,PRP,0
changed,change,VERB,VBD,0
All,all,DET,PDT,0
The,the,DET,DT,0
basic,basic,ADJ,JJ,0
things,thing,NOUN,NNS,0
To,to,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
If,if,SCONJ,IN,0
This,this,PRON,DT,0
Was,be,AUX,VBD,0
there,there,PRON,EX,0
thing,thing,NOUN,NN,0
then,then,ADV,RB,0
i,I,PRON,PRP,0
would,would,AUX,MD,0
recomend,recomend,VERB,VB,0
This,this,DET,DT,0
APP,app,NOUN,NN,0
Is,be,AUX,VBZ,0
total,total,ADJ,JJ,0
waste,waste,NOUN,NN,0
of,of,ADP,IN,0
listing,list,VERB,VBG,0
To,to,ADP,IN,0
songs,song,NOUN,NNS,0
This,this,PRON,DT,0
Was,be,AUX,VBD,0
The,the,DET,DT,0
best,good,ADJ,JJS,0
Music,Music,PROPN,NNP,0
APP,APP,PROPN,NNP,0
ever,ever,ADV,RB,0
But,but,CCONJ,CC,33
Now,now,ADV,RB,33
It,it,PRON,PRP,33
Is,be,AUX,VBZ,33
become,become,VERB,VBN,33
Worst,bad,ADJ,JJS,33
need,need,VERB,VBP,33
PREMIUM,PREMIUM,PROPN,NNP,33
for,for,ADP,IN,33
All,all,DET,PDT,33
The,the,DET,DT,33
features,feature,NOUN,NNS,33
i,I,PRON,PRP,33
had,have,AUX,VBD,33
been,be,AUX,VBN,33
using,use,VERB,VBG,33
since,since,SCONJ,IN,33
But,but,CCONJ,CC,130
Now,now,ADV,RB,130
i,I,PRON,PRP,130
am,be,AUX,VBP,130
going,go,VERB,VBG,130
To,to,PART,TO,130
uninstall,uninstall,VERB,VB,130
It,it,PRON,PRP,0
Was,be,AUX,VBD,0
of,of,ADP,IN,0
my,my,PRON,PRP$,0
favourite,favourite,ADJ,JJ,0
APP,APP,PROPN,NNP,0
But,but,CCONJ,CC,32
Now,now,ADV,RB,32
They,they,PRON,PRP,32
made,make,VERB,VBD,32
changes,change,NOUN,NNS,32
To,to,PART,TO,32
take,take,VERB,VB,32
PREMIUM,PREMIUM,PROPN,NNP,32
version,version,NOUN,NN,32
And,and,CCONJ,CC,32
It,it,PRON,PRP,32
Is,be,AUX,VBZ,32
Worst,bad,ADJ,JJS,32
thing,thing,NOUN,NN,32
They,they,PRON,PRP,32
did,do,VERB,VBD,32
ever,ever,ADV,RB,32
i,I,PRON,PRP,120
will,will,AUX,MD,120
never,never,ADV,RB,120
use,use,VERB,VB,120
This,this,DET,DT,120
APP,APP,PROPN,NNP,120
from,from,ADP,IN,120
Now,now,ADV,RB,120
on,on,ADV,RB,120
i,I,PRON,PRP,0
will,will,AUX,MD,0
suggest,suggest,VERB,VB,0
that,that,PRON,WDT,0
do,do,AUX,VBP,0
Not,not,PART,RB,0
download,download,VERB,VB,0
This,this,DET,DT,0
trash,trash,NOUN,NN,0
😤,😤,NOUN,NN,0
as,as,SCONJ,IN,0
It,it,PRON,PRP,0
many,many,ADJ,JJ,0
ads,ad,NOUN,NNS,0
And,and,CCONJ,CC,0
for,for,ADP,IN,0
choosing,choose,VERB,VBG,0
a,a,DET,DT,0
from,from,ADP,IN,0
our,our,PRON,PRP$,0
own,own,ADJ,JJ,0
Playlist,playlist,NOUN,NN,0
They,they,PRON,PRP,0
will,will,AUX,MD,0
say,say,VERB,VB,0
You,you,PRON,PRP,0
have,have,VERB,VBP,0
To,to,PART,TO,0
get,get,VERB,VB,0
The,the,DET,DT,0
PREMIUM,premium,NOUN,NN,0
think,think,VERB,VBP,0
he,he,PRON,PRP,0
Is,be,AUX,VBZ,0
Music,Music,PROPN,NNP,0
APP,APP,PROPN,NNP,0
for,for,ADP,IN,0
that,that,PRON,WDT,0
Is,be,AUX,VBZ,0
Why,why,SCONJ,WRB,0
he,he,PRON,PRP,0
change,change,VERB,VBP,0
his,his,PRON,PRP$,0
for,for,ADP,IN,0
free,free,ADJ,JJ,0
user's,user',NOUN,NNS,0
going,go,VERB,VBG,0
To,to,PART,TO,0
uninstall,uninstall,VERB,VB,0
i,I,PRON,PRP,0
love,love,VERB,VBP,0
choosing,choose,VERB,VBG,0
my,my,PRON,PRP$,0
bands,band,NOUN,NNS,0
learning,learn,VERB,VBG,0
If,if,SCONJ,IN,0
i,I,PRON,PRP,0
did,do,AUX,VBD,0
Not,not,PART,RB,0
know,know,VERB,VB,0
my,my,PRON,PRP$,0
faves,fave,NOUN,NNS,0
made,make,VERB,VBN,0
reading,read,VERB,VBG,0
More,More,ADJ,JJR,0
about,about,ADP,IN,0
them,they,PRON,PRP,0
And,and,CCONJ,CC,0
testing,test,VERB,VBG,0
's,'s,PART,POS,0
mixes,mix,NOUN,NNS,0
for,for,ADP,IN,0
me,I,PRON,PRP,0
More,more,ADV,RBR,0
focused,focused,ADJ,JJ,0
for,for,ADP,IN,0
subscription,subscription,NOUN,NN,0
Too,too,ADV,RB,31
much,much,ADV,RB,31
adds,add,VERB,VBZ,31
And,and,CCONJ,CC,31
They,they,PRON,PRP,31
started,start,VERB,VBD,31
subscription,subscription,NOUN,NN,31
for,for,ADP,IN,31
surfing,surf,VERB,VBG,31
in,in,ADP,IN,31
specific,specific,ADJ,JJ,31
part,part,NOUN,NN,31
of,of,ADP,IN,31
APP,APP,PROPN,NNP,31
for,for,ADP,IN,31
free,free,ADJ,JJ,31
users,user,NOUN,NNS,31
Please,please,INTJ,UH,0
Stop,stop,VERB,VB,0
giving,give,VERB,VBG,0
us,we,PRON,PRP,0
Worst,bad,ADJ,JJS,0
update,update,NOUN,NN,0
We,we,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
Even,even,ADV,RB,0
listen,listen,VERB,VB,0
our,our,PRON,PRP$,0
BY,BY,PROPN,NNP,0
according,accord,VERB,VBG,0
To,to,ADP,IN,0
instead,instead,ADV,RB,0
We,we,PRON,PRP,0
listen,listen,VERB,VBP,0
other,other,ADJ,JJ,0
shity,shity,NOUN,NN,0
songs,song,NOUN,NNS,0
The,the,DET,DT,0
Recent,recent,ADJ,JJ,0
update,update,NOUN,NN,0
Is,be,AUX,VBZ,0
pathetic,pathetic,ADJ,JJ,0
They,they,PRON,PRP,31
are,be,AUX,VBP,31
asking,ask,VERB,VBG,31
To,to,PART,TO,31
upgrade,upgrade,VERB,VB,31
To,to,ADP,IN,31
PREMIUM,PREMIUM,PROPN,NNP,31
for,for,ADP,IN,31
Even,even,ADV,RB,31
The,the,DET,DT,31
most,most,ADV,RBS,31
basic,basic,ADJ,JJ,31
features,feature,NOUN,NNS,31
which,which,PRON,WDT,31
a,a,DET,DT,31
Music,Music,PROPN,NNP,31
APP,APP,PROPN,NNP,31
should,should,AUX,MD,31
have,have,VERB,VB,31
You,you,PRON,PRP,0
are,be,AUX,VBP,0
destroying,destroy,VERB,VBG,0
your,your,PRON,PRP$,0
APP,APP,PROPN,NNP,0
with,with,ADP,IN,0
each,each,PRON,DT,0
And,and,CCONJ,CC,0
every,every,DET,DT,0
change,change,NOUN,NN,0
i,I,PRON,PRP,0
think,think,VERB,VBP,0
day,day,NOUN,NN,0
We,we,PRON,PRP,0
would,would,AUX,MD,0
love,love,VERB,VB,0
To,to,PART,TO,0
listen,listen,VERB,VB,0
through,through,ADP,IN,0
More,More,ADJ,JJR,0
than,than,ADP,IN,0
your,your,PRON,PRP$,0
APP,APP,PROPN,NNP,0
Worst,bad,ADJ,JJS,0
update,update,VERB,VB,0
ever,ever,ADV,RB,0
To,to,PART,TO,26
Not,not,PART,RB,26
install,install,VERB,VB,26
for,for,ADP,IN,26
New,new,ADJ,JJ,26
users,user,NOUN,NNS,26
And,and,CCONJ,CC,26
good,good,ADJ,JJ,26
choice,choice,NOUN,NN,26
To,to,PART,TO,26
DELETE,delete,VERB,VB,26
The,the,DET,DT,26
APP,APP,PROPN,NNP,26
for,for,ADP,IN,26
users,user,NOUN,NNS,26
who,who,PRON,WP,26
have,have,AUX,VBP,26
already,already,ADV,RB,26
installed,instal,VERB,VBN,26
How,how,SCONJ,WRB,0
Greedy,Greedy,PROPN,NNP,0
do,do,AUX,VBP,0
You,you,PRON,PRP,0
have,have,VERB,VB,0
To,to,PART,TO,0
be,be,AUX,VB,0
To,to,PART,TO,0
turn,turn,VERB,VB,0
off,off,ADP,RP,0
The,the,DET,DT,0
lyrics,lyric,NOUN,NNS,0
unless,unless,SCONJ,IN,0
One,one,PRON,PRP,0
pays,pay,VERB,VBZ,0
for,for,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
Absolutely,absolutely,ADV,RB,86
utterly,utterly,ADV,RB,86
disgusting,disgusting,ADJ,JJ,86
behaviour,behaviour,NOUN,NN,86
Wth,Wth,PROPN,NNP,0
Is,be,AUX,VBZ,0
No,no,ADV,RB,0
longer,long,ADV,RBR,0
Is,be,AUX,VBZ,0
useful,useful,ADJ,JJ,0
i,I,PRON,PRP,37
Just,just,ADV,RB,37
HATE,hate,INTJ,UH,37
It,it,PRON,PRP,37
At,at,ADP,IN,52
This,this,DET,DT,52
point,point,NOUN,NN,52
Bring,bring,VERB,VB,67
It,it,PRON,PRP,67
back,back,ADV,RB,67
To,to,ADP,IN,67
normal,normal,ADJ,JJ,67
Stop,stop,VERB,VB,92
being,be,AUX,VBG,92
Greedy,greedy,ADJ,JJ,92
for,for,ADP,IN,92
PRIMIUM,primium,NOUN,NN,92
This,this,PRON,DT,0
Was,be,AUX,VBD,0
The,the,DET,DT,0
best,good,ADJ,JJS,0
APP,app,NOUN,NN,0
Now,now,ADV,RB,22
It,it,PRON,PRP,22
Is,be,AUX,VBZ,22
basically,basically,ADV,RB,22
Useless,useless,ADJ,JJ,22
Like,like,ADP,IN,22
No,no,DET,DT,22
replaying,replay,VERB,VBG,22
songs,song,NOUN,NNS,22
no,no,DET,DT,22
playing,play,VERB,VBG,22
songs,song,NOUN,NNS,22
in,in,ADP,IN,22
order,order,NOUN,NN,22
It,it,PRON,PRP,22
removes,remove,VERB,VBZ,22
All,all,DET,PDT,22
The,the,DET,DT,22
fun,fun,NOUN,NN,22
i,I,PRON,PRP,0
am,be,AUX,VBP,0
Uninstalling,Uninstalling,PROPN,NNP,0
i,I,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
able,able,ADJ,JJ,0
To,to,PART,TO,0
Play,play,VERB,VB,0
SONG,SONG,PROPN,NNP,0
which,which,PRON,WDT,0
i,I,PRON,PRP,0
wanted,want,VERB,VBD,0
And,and,CCONJ,CC,0
can,can,AUX,MD,0
not,not,PART,RB,0
Even,even,ADV,RB,0
change,change,VERB,VB,0
The,the,DET,DT,0
track,track,NOUN,NN,0
What,what,PRON,WP,0
Is,be,AUX,VBZ,0
happening,happen,VERB,VBG,0
Worst,bad,ADJ,JJS,0
APP,APP,PROPN,NNP,0
everthing,everthing,NOUN,NN,0
Is,be,AUX,VBZ,0
available,available,ADJ,JJ,0
only,only,ADV,RB,0
on,on,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
only,only,ADV,RB,0
New,New,PROPN,NNP,0
updates,update,VERB,VBZ,0
Sucks,suck,NOUN,NNS,0
Deleting,delete,VERB,VBG,0
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
Ridiculous,ridiculous,ADJ,JJ,93
service,service,NOUN,NN,93
Utter,utter,ADJ,JJ,0
BS,BS,PROPN,NNP,0
who,who,PRON,WP,0
would,would,AUX,MD,0
use,use,VERB,VB,0
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
If,if,SCONJ,IN,0
They,they,PRON,PRP,0
do,do,AUX,VBP,0
Not,not,PART,RB,0
Even,even,ADV,RB,0
allow,allow,VERB,VB,0
To,to,PART,TO,0
choose,choose,VERB,VB,0
songs,song,NOUN,NNS,0
of,of,ADP,IN,0
our,our,PRON,PRP$,0
own,own,ADJ,JJ,0
Deleting,delete,VERB,VBG,87
It,it,PRON,PRP,87
right,right,ADV,RB,87
away,away,ADV,RB,87
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
Is,be,AUX,VBZ,0
ewwww,ewwww,ADJ,JJ,0
Because,because,SCONJ,IN,0
of,of,ADP,IN,0
The,the,DET,DT,0
New,New,PROPN,NNP,0
updates,update,NOUN,NNS,0
If,if,SCONJ,IN,0
You,you,PRON,PRP,0
continue,continue,VERB,VBP,0
doing,do,VERB,VBG,0
This,this,PRON,DT,0
i,I,PRON,PRP,0
am,be,AUX,VBP,0
going,go,VERB,VBG,0
To,to,PART,TO,0
uninstall,uninstall,VERB,VB,0
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
fr,fr,ADV,RB,0
will,will,AUX,MD,0
going,go,VERB,VBG,0
To,to,PART,TO,0
come,come,VERB,VB,0
when,when,SCONJ,WRB,0
going,go,VERB,VBG,0
To,to,PART,TO,0
say,say,VERB,VB,0
want,want,AUX,VBP,63
You,you,PRON,PRP,63
install,install,VERB,VB,63
Buy,Buy,PROPN,NNP,89
PREMIUM,PREMIUM,PROPN,NNP,89
The,the,DET,DT,0
New,New,PROPN,NNP,0
update,update,NOUN,NN,0
Is,be,AUX,VBZ,0
so,so,ADV,RB,0
disgusting,disgusting,ADJ,JJ,0
they,they,PRON,PRP,0
Also,also,ADV,RB,0
restricted,restrict,VERB,VBD,0
The,the,DET,DT,0
basic,basic,ADJ,JJ,0
features,feature,NOUN,NNS,0
very,very,ADV,RB,0
experience,experience,NOUN,NN,0
Such,such,DET,PDT,0
a,a,DET,DT,0
Useless,useless,ADJ,JJ,0
APP,APP,PROPN,NNP,0
We,we,PRON,PRP,20
can,can,AUX,MD,20
not,not,PART,RB,20
Even,even,ADV,RB,20
change,change,VERB,VB,20
The,the,DET,DT,20
songs,song,NOUN,NNS,20
After,after,ADP,IN,20
few,few,ADJ,JJ,20
times,time,NOUN,NNS,20
And,and,CCONJ,CC,69
can,can,AUX,MD,69
not,not,PART,RB,69
Even,even,ADV,RB,69
forward,forward,ADV,RB,69
a,a,DET,DT,69
The,the,DET,DT,0
Worst,bad,ADJ,JJS,0
APP,APP,PROPN,NNP,0
ever,ever,ADV,RB,0
i,I,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
Even,even,ADV,RB,0
listen,listen,VERB,VB,0
To,to,ADP,IN,0
songs,song,NOUN,NNS,0
in,in,ADP,IN,0
The,the,DET,DT,0
order,order,NOUN,NN,0
i,I,PRON,PRP,0
want,want,VERB,VBP,0
to,to,PART,TO,0
like,like,ADP,IN,0
really?,really?,PROPN,NNP,0
..,..,SYM,SYM,0
bullish!t,bullish!t,NOUN,NN,0
gasuka,gasuka,PROPN,NNP,0
aku,aku,NOUN,NN,0
uda,uda,PROPN,NNP,0
PREMIUM,PREMIUM,PROPN,NNP,0
juga,juga,PROPN,NNP,0
tetep,tetep,PROPN,NNP,0
huu,huu,PROPN,NNP,94
What,what,PRON,WP,0
Is,be,AUX,VBZ,0
wrong,wrong,ADJ,JJ,0
with,with,ADP,IN,0
now,now,ADV,RB,0
a,a,DET,DT,0
user,user,NOUN,NN,0
can,can,AUX,MD,0
not,not,PART,RB,0
Even,even,ADV,RB,0
listen,listen,VERB,VB,0
on,on,ADP,IN,0
loop,loop,NOUN,NN,0
Worst,bad,ADJ,JJS,0
APP,APP,PROPN,NNP,0
This,this,DET,DT,16
updated,update,VERB,VBN,16
version,version,NOUN,NN,16
Removed,remove,VERB,VBD,16
All,all,DET,DT,16
basic,basic,ADJ,JJ,16
things,thing,NOUN,NNS,16
that,that,PRON,WDT,16
a,a,DET,DT,16
Music,Music,PROPN,NNP,16
APP,APP,PROPN,NNP,16
should,should,AUX,MD,16
have,have,VERB,VB,16
💩,💩,NOUN,NN,0
APP,APP,PROPN,NNP,0
And,and,CCONJ,CC,6
your,your,PRON,PRP$,6
update,update,NOUN,NN,6
Is,be,AUX,VBZ,6
Just,just,ADV,RB,6
Is,be,AUX,VBZ,34
trash,trash,NOUN,NN,34
junk,junk,NOUN,NN,34
yard,yard,NOUN,NN,34
Such,such,DET,PDT,63
a,a,DET,DT,63
sick,sick,ADJ,JJ,63
retard,retard,NOUN,NN,63
APP,APP,PROPN,NNP,63
i,I,PRON,PRP,0
do,do,AUX,VBP,0
Not,not,PART,RB,0
know,know,VERB,VB,0
Why,why,SCONJ,WRB,0
people,people,NOUN,NNS,0
's,'s,PART,POS,0
are,be,AUX,VBP,0
gave,give,VERB,VBN,0
Less,Less,ADJ,JJR,0
But,but,CCONJ,CC,44
i,I,PRON,PRP,44
thought,think,VERB,VBD,44
its,its,PRON,PRP$,44
Like,like,ADP,IN,44
gems,gem,NOUN,NNS,44
of,of,ADP,IN,44
wrost,wrost,PROPN,NNP,0
APP,APP,PROPN,NNP,0
ever,ever,ADV,RB,0
every,every,DET,DT,0
time,time,NOUN,NN,0
show,show,VERB,VBP,0
there,there,PRON,EX,0
subscribtion,subscribtion,NOUN,NN,0
plan,plan,NOUN,NN,0
And,and,CCONJ,CC,0
did,do,AUX,VBD,0
Not,not,PART,RB,0
Play,play,VERB,VB,0
Music,Music,PROPN,NNP,0
We,we,PRON,PRP,80
will,will,AUX,MD,80
Making,make,VERB,VBG,0
Even,even,ADV,RB,0
The,the,DET,DT,0
basic,basic,ADJ,JJ,0
features,feature,NOUN,NNS,0
in,in,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
category,category,NOUN,NN,0
makes,make,VERB,VBZ,0
The,the,DET,DT,0
good,good,ADJ,JJ,0
for,for,ADP,IN,0
anything,anything,PRON,NN,0
We,we,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
Even,even,ADV,RB,0
replay,replay,VERB,VB,0
songs,song,NOUN,NNS,0
anymore,anymore,ADV,RB,0
for,for,ADP,IN,0
free,free,ADJ,JJ,0
It,it,PRON,PRP,46
Is,be,AUX,VBZ,46
Useless,useless,ADJ,JJ,46
unless,unless,SCONJ,IN,46
You,you,PRON,PRP,46
have,have,VERB,VBP,46
PREMIUM,PREMIUM,PROPN,NNP,46
It,it,PRON,PRP,0
Is,be,AUX,VBZ,0
complete,complete,ADJ,JJ,0
nonsense,nonsense,NOUN,NN,0
do,do,AUX,VBP,0
Not,not,PART,RB,0
download,download,VERB,VB,0
it,it,PRON,PRP,0
It,it,PRON,PRP,46
Is,be,AUX,VBZ,46
Useless,useless,ADJ,JJ,46
It,it,PRON,PRP,46
spoils,spoil,VERB,VBZ,46
your,your,PRON,PRP$,46
mind,mind,NOUN,NN,46
🚫,🚫,PROPN,NNP,82
Everything,everything,PRON,NN,0
Was,be,AUX,VBD,0
great,great,ADJ,JJ,0
But,but,CCONJ,CC,0
then,then,ADV,RB,0
The,the,DET,DT,0
PREMIUM,PREMIUM,PROPN,NNP,0
nation,nation,NOUN,NN,0
attacked,attack,VERB,VBD,0
Sucks,suck,VERB,VBZ,60
posterior,posterior,ADV,RB,60
Now,now,ADV,RB,60
Absolute,absolute,ADJ,JJ,0
dogwater,dogwater,NOUN,NN,0
You,you,PRON,PRP,0
are,be,AUX,VBP,0
telling,tell,VERB,VBG,0
me,I,PRON,PRP,0
i,I,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
repeat,repeat,VERB,VB,0
songs,song,NOUN,NNS,0
WITHOUT,without,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
Dumb,dumb,ADJ,JJ,77
i,I,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
Play,play,VERB,VB,0
back,back,ADP,RP,0
or,or,CCONJ,CC,0
Little,little,ADJ,JJ,0
skip,skip,NOUN,NN,0
And,and,CCONJ,CC,0
ad,ad,NOUN,NN,0
's,'s,PART,POS,0
so,so,ADV,RB,0
disturbing,disturbing,ADJ,JJ,0
Please,please,INTJ,UH,0
update,update,VERB,VB,0
again,again,ADV,RB,0
Is,be,AUX,VBZ,0
great,great,ADJ,JJ,0
it,it,PRON,PRP,0
has,have,VERB,VBZ,0
great,great,ADJ,JJ,0
playlists,playlist,NOUN,NNS,0
And,and,CCONJ,CC,0
The,the,DET,DT,0
experience,experience,NOUN,NN,0
Is,be,AUX,VBZ,0
amazing,amazing,ADJ,JJ,0
i,I,PRON,PRP,0
really,really,ADV,RB,0
love,love,VERB,VBP,0
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
This,this,DET,DT,23
APP,APP,PROPN,NNP,23
always,always,ADV,RB,23
give,give,VERB,VB,23
me,I,PRON,PRP,23
best,good,ADJ,JJS,23
jazz,jazz,NOUN,NN,23
To,to,ADP,IN,23
my,my,PRON,PRP$,23
self,self,NOUN,NN,23
Useless,useless,ADJ,JJ,0
Now,now,ADV,RB,0
They,they,PRON,PRP,0
are,be,AUX,VBP,0
Just,just,ADV,RB,0
Making,make,VERB,VBG,0
It,it,PRON,PRP,0
PREMIUM,PREMIUM,PROPN,NNP,0
specific,specific,ADJ,JJ,0
uninstalled,uninstalled,ADJ,JJ,0
chuttiya,chuttiya,NOUN,NN,0
update,update,VERB,VB,0
Diya,Diya,PROPN,NNP,0
hai,hai,PROPN,NNP,0
Ab,Ab,PROPN,NNP,0
resso,resso,PROPN,NNP,0
join,join,PROPN,NNP,0
ga*n,ga*n,NOUN,NNS,0
marao,marao,NOUN,NN,0
Worst,bad,ADJ,JJS,0
APP,APP,PROPN,NNP,0
Just,just,ADV,RB,12
download,download,VERB,VB,12
It,it,PRON,PRP,12
To,to,PART,TO,12
listen,listen,VERB,VB,12
ads,ad,NOUN,NNS,12
World,World,PROPN,NNP,45
's,'s,PART,POS,45
Worst,Worst,PROPN,NNP,45
APP,APP,PROPN,NNP,45
ever,ever,ADV,RB,45
Hotch,Hotch,PROPN,NNP,0
potch,potch,NOUN,NN,0
And,and,CCONJ,CC,0
flop,flop,NOUN,NN,0
update,update,NOUN,NN,0
You,you,PRON,PRP,32
are,be,AUX,VBP,32
Making,make,VERB,VBG,32
This,this,DET,DT,32
APP,app,NOUN,NN,32
a,a,DET,DT,32
confusion,confusion,NOUN,NN,32
Wat,Wat,PROPN,NNP,0
kind,kind,NOUN,NN,0
of,of,ADP,IN,0
update,update,NOUN,NN,0
Is,be,AUX,VBZ,0
come,come,VERB,VBN,0
It,it,PRON,PRP,30
Is,be,AUX,VBZ,30
Like,like,ADP,IN,30
compulsory,compulsory,ADJ,JJ,30
PREMIUM,PREMIUM,PROPN,NNP,30
Greedy,Greedy,PROPN,NNP,0
always,always,ADV,RB,0
asking,ask,VERB,VBG,0
for,for,ADP,IN,0
PREMIUM,PREMIUM,PROPN,NNP,0
It,it,PRON,PRP,0
Is,be,AUX,VBZ,0
so,so,ADV,RB,0
annoying,annoying,ADJ,JJ,0
😭,😭,NOUN,NN,0
😭,😭,NOUN,NN,0
😭,😭,NOUN,NN,0
😭,😭,NOUN,NN,0
All,all,DET,PDT,0
The,the,DET,DT,0
star,star,NOUN,NN,0
reviews,review,NOUN,NNS,0
are,be,AUX,VBP,0
true,true,ADJ,JJ,0
Same,same,ADJ,JJ,37
with,with,ADP,IN,37
The,the,DET,DT,37
lite,lite,NOUN,NN,37
Now,now,INTJ,UH,0
working,work,VERB,VBG,0
on,on,ADP,IN,0
Making,make,VERB,VBG,0
It,it,PRON,PRP,0
worse,bad,ADJ,JJR,0
for,for,ADP,IN,0
The,the,DET,DT,0
users,user,NOUN,NNS,0
everyday,everyday,NOUN,NN,0
Useless,useless,ADJ,JJ,0
APP,APP,PROPN,NNP,0
WITHOUT,without,ADP,IN,0
membership,membership,NOUN,NN,0
We,we,PRON,PRP,0
can,can,AUX,MD,0
not,not,PART,RB,0
do,do,VERB,VB,0
anything,anything,PRON,NN,0
in,in,ADP,IN,0
This,this,DET,DT,0
APP,APP,PROPN,NNP,0
Once,once,ADV,RB,0
a,a,DET,DT,0
best,good,ADJ,JJS,0
Music,Music,PROPN,NNP,0
APP,APP,PROPN,NNP,0
Now,now,ADV,RB,0
in,in,ADP,IN,0
ruins,ruin,VERB,VBZ,0
Goodbye,Goodbye,PROPN,NNP,46
Everytime,everytime,INTJ,UH,0
i,I,PRON,PRP,0
am,be,AUX,VBP,0
touching,touch,VERB,VBG,0
screen,screen,NOUN,NN,0
showing,show,VERB,VBG,0
explore,explore,NOUN,NN,0
premium,premium,NOUN,NN,0
🙄,🙄,PROPN,NNP,0
😖,😖,PROPN,NNP,0
Was,be,AUX,VBD,0
a,a,DET,DT,0
great,great,ADJ,JJ,0
APP,app,NOUN,NN,0
But,but,CCONJ,CC,16
Now,now,ADV,RB,16
It,it,PRON,PRP,16
Is,be,AUX,VBZ,16
The,the,DET,DT,16
Worst,bad,ADJ,JJS,16
APP,APP,PROPN,NNP,16
for,for,ADP,IN,16
Music,Music,PROPN,NNP,16
player,player,NOUN,NN,16
This,this,DET,DT,6
New,New,PROPN,NNP,6
update,update,NOUN,NN,6
even,even,ADV,RB,6
basic,basic,ADJ,JJ,6
features,feature,NOUN,NNS,6
need,need,VERB,VBP,6
PREMIUM,PREMIUM,PROPN,NNP,6
Now,now,ADV,RB,6
How,how,SCONJ,WRB,0
To,to,PART,TO,0
ruin,ruin,VERB,VB,0
a,a,DET,DT,0
perfect,perfect,ADJ,JJ,0
app-,app-,PROPN,NNP,0
LESSONS,lesson,NOUN,NNS,0
BY,BY,PROPN,NNP,0
premium,premium,NOUN,NN,0
Just,just,ADV,RB,0
ruined,ruin,VERB,VBD,0
their,their,PRON,PRP$,0
fame,fame,NOUN,NN,0
BY,by,ADP,IN,0
adding,add,VERB,VBG,0
The,the,DET,DT,0
New,New,PROPN,NNP,0
updates,update,NOUN,NNS,0
Add,add,VERB,VB,0
a,a,DET,DT,0
feature,feature,NOUN,NN,0
of,of,ADP,IN,0
sort,sort,NOUN,NN,0
Playlist,playlist,NOUN,NN,0
